Quantum 1,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,0,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,98,0,0,0
Router 22 ,113,0,0,0,0
Router 23 ,0,0,0,0,0
Router 24 ,0,0,0,0,0
Quantum 6,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,0,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,16,0,0,0
Router 21 ,0,32,0,0,0
Router 22 ,21,0,0,0,0
Router 23 ,0,0,5,0,0
Router 24 ,0,0,0,0,0
Quantum 7,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,0,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,0,0,0,0
Router 22 ,129,0,0,0,0
Router 23 ,0,0,113,0,0
Router 24 ,0,0,0,0,0
Quantum 8,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,4,0
Router 18 ,0,0,4,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,0,0,0,0
Router 22 ,20,0,0,0,0
Router 23 ,0,0,32,0,0
Router 24 ,0,0,16,0,0
Quantum 9,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,114,0
Router 18 ,0,0,98,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,0,0,0,0
Router 22 ,130,0,0,0,0
Router 23 ,0,0,0,0,0
Router 24 ,0,0,0,0,0
Quantum 10,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,16,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,32,0
Router 18 ,0,0,32,0,0
Router 19 ,0,0,16,0,0
Router 20 ,0,3,0,0,0
Router 21 ,0,4,0,0,0
Router 22 ,20,0,0,0,0
Router 23 ,0,0,0,0,0
Router 24 ,0,0,0,0,0
Quantum 11,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,0,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,99,0,0,0
Router 21 ,0,114,0,0,0
Router 22 ,130,0,0,0,0
Router 23 ,0,0,0,0,0
Router 24 ,0,0,0,0,0
Quantum 12,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,0,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,32,0,0,0
Router 21 ,0,32,0,0,0
Router 22 ,19,0,0,0,0
Router 23 ,0,0,3,0,0
Router 24 ,0,0,3,0,0
Quantum 13,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,0,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,0,0,0,0
Router 22 ,131,0,0,0,0
Router 23 ,0,0,115,0,0
Router 24 ,0,0,99,0,0
Quantum 14,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,0,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,2,0,0,0
Router 22 ,19,0,0,0,0
Router 23 ,0,0,32,0,0
Router 24 ,0,0,32,0,0
Quantum 15,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,0,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,15,0,0,0
Router 21 ,0,148,0,0,0
Router 22 ,147,0,0,0,0
Router 23 ,0,0,0,0,0
Router 24 ,0,0,0,0,0
Quantum 16,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,18,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,19,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,1,0,0,0
Router 21 ,0,0,0,0,0
Router 22 ,19,0,0,0,0
Router 23 ,0,0,0,0,0
Router 24 ,0,0,0,0,0
Quantum 17,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,84,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,99,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,0,0,0,0
Router 22 ,115,0,0,0,0
Router 23 ,0,0,0,0,0
Router 24 ,0,0,0,0,0
Quantum 18,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,16,0,0,0
Router 12 ,0,0,0,32,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,16,0,0,0
Router 17 ,0,0,0,32,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,2,0,0,0
Router 21 ,0,3,0,0,0
Router 22 ,19,0,0,0,0
Router 23 ,0,0,0,0,0
Router 24 ,0,0,0,0,0
Quantum 19,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,0,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,116,0,0,0
Router 21 ,0,131,0,0,0
Router 22 ,147,0,0,0,0
Router 23 ,0,0,0,0,0
Router 24 ,0,0,0,0,0
Quantum 20,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,0,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,0,0,0,0
Router 22 ,18,0,0,0,0
Router 23 ,0,0,18,0,0
Router 24 ,0,0,0,0,0
Quantum 21,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,0,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,0,0,0,0
Router 22 ,132,0,0,0,0
Router 23 ,0,0,132,0,0
Router 24 ,0,0,16,0,0
Quantum 22,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,32,0,0,0
Router 17 ,0,0,0,33,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,0,0,0,0
Router 22 ,33,0,0,0,0
Router 23 ,0,0,0,0,0
Router 24 ,0,0,0,0,0
Quantum 23,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,70,0,0,0
Router 17 ,0,0,0,85,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,0,0,0,0
Router 22 ,101,0,0,0,0
Router 23 ,0,0,0,0,0
Router 24 ,0,0,0,0,0
Quantum 24,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,16,0,0,0
Router 16 ,0,32,0,0,0
Router 17 ,0,0,0,32,0
Router 18 ,0,0,16,0,0
Router 19 ,0,0,16,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,0,0,0,0
Router 22 ,18,0,0,0,0
Router 23 ,0,0,2,0,0
Router 24 ,0,0,2,0,0
Quantum 25,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,0,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,0,0,0,0
Router 22 ,148,0,0,0,0
Router 23 ,0,0,132,0,0
Router 24 ,0,0,116,0,0
Quantum 26,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,15,0
Router 18 ,0,0,15,0,0
Router 19 ,0,0,15,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,0,0,0,0
Router 22 ,15,0,0,0,0
Router 23 ,0,0,0,0,0
Router 24 ,0,0,0,0,0
Quantum 27,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,0,0,0,0
Router 16 ,0,0,0,0,0
Router 17 ,0,0,0,103,0
Router 18 ,0,0,87,0,0
Router 19 ,0,0,71,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,0,0,0,0
Router 22 ,119,0,0,0,0
Router 23 ,0,0,0,0,0
Router 24 ,0,0,0,0,0
Quantum 28,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,15,0,0,0
Router 16 ,0,15,0,0,0
Router 17 ,0,0,0,32,0
Router 18 ,0,0,32,0,0
Router 19 ,0,0,32,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,0,0,0,0
Router 22 ,16,0,0,0,0
Router 23 ,0,0,0,0,0
Router 24 ,0,0,0,0,0
Quantum 29,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,0,0,0,0
Router 12 ,0,0,0,0,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,87,0,0,0
Router 16 ,0,103,0,0,0
Router 17 ,0,0,0,118,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,0,0,0,0
Router 21 ,0,0,0,0,0
Router 22 ,134,0,0,0,0
Router 23 ,0,0,0,0,0
Router 24 ,0,0,0,0,0
Quantum 30,,,,,
Routers , LOCAL , EAST , WEST , NORTH , SOUTH 
Router 0 ,0,0,0,0,0
Router 1 ,0,0,0,0,0
Router 2 ,0,0,0,0,0
Router 3 ,0,0,0,0,0
Router 4 ,0,0,0,0,0
Router 5 ,0,0,0,0,0
Router 6 ,0,0,0,0,0
Router 7 ,0,0,0,0,0
Router 8 ,0,0,0,0,0
Router 9 ,0,0,0,0,0
Router 10 ,0,0,0,0,0
Router 11 ,0,14,0,0,0
Router 12 ,0,0,0,15,0
Router 13 ,0,0,0,0,0
Router 14 ,0,0,0,0,0
Router 15 ,0,32,0,0,0
Router 16 ,0,32,0,0,0
Router 17 ,0,0,0,32,0
Router 18 ,0,0,0,0,0
Router 19 ,0,0,0,0,0
Router 20 ,0,0,0,0,0
